"0x8cec84","Character Reference Number","Starting Class","***UNKNOWN*** (Usually Zero)","Starting Level/Alliance","X Co-ordinate","Y Co-ordinate","***UNKNOWN***","Reinforcement Placement?","Reinforcement Pointer?","Slot Item 1","Slot Item 2","Slot Item 3","Slot Item 4","AI 1","AI 2","AI 3","AI 4"
"0x7C","0xbc","0x16","0x0","0x6d","5","80","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x3","0xc","0x0"
"0x7D","0xbc","0x16","0x0","0x6d","7","80","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x3","0xc","0x0"
"0x7E","0xb2","0x5a","0x0","0x6d","65","7","0x0","0x0","0x0","0x26","0x28","0x0","0x0","0x0","0x12","0xc","0x0"
"0x7F","0x0","0x0","0x0","0x0","0","0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0"
"0x180 Melkaen Coast","0x2","0x7","0x0","0x50","206","6","0x0","0x0","0x0","0x17","0x4","0x6c","0x0","0x0","0x0","0x0","0x0"
"0x81","0x2","0x7","0x0","0x50","13","7","0x0","0x0","0x0","0x17","0x4","0x6c","0x0","0x0","0x0","0x0","0x0"
"0x82","0x2","0x7","0x0","0x50","15","7","0x0","0x0","0x0","0x17","0x4","0x6c","0x0","0x0","0x0","0x0","0x0"
"0x83","0x2","0x7","0x0","0x50","78","7","0x0","0x0","0x0","0x17","0x4","0x6c","0x0","0x0","0x0","0x0","0x0"
"0x84","0x2","0x7","0x0","0x50","80","7","0x0","0x0","0x0","0x17","0x4","0x6c","0x0","0x0","0x0","0x0","0x0"
"0x85","0x2","0x7","0x0","0x50","208","6","0x0","0x0","0x0","0x17","0x4","0x6c","0x0","0x0","0x0","0x0","0x0"
"0x86","0x2","0x7","0x0","0x50","143","6","0x0","0x0","0x0","0x17","0x4","0x6c","0x0","0x0","0x0","0x0","0x0"
"0x87","0x2","0x7","0x0","0x50","204","6","0x0","0x0","0x0","0x17","0x4","0x6c","0x0","0x0","0x0","0x0","0x0"
"0x88","0x2","0x7","0x0","0x50","76","7","0x0","0x0","0x0","0x17","0x4","0x6c","0x0","0x0","0x0","0x0","0x0"
"0x89","0x0","0x0","0x0","0x0","0","0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0"
"0x8A","0x5f","0x5e","0x0","0x7d","203","0","0x0","0x0","0x0","0x24","0x34","0x0","0x0","0x3","0x3","0xc","0x0"
"0x8B","0xb6","0xc","0x0","0x6d","10","17","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x3","0xc","0x0"
"0x8C","0xb6","0xc","0x0","0x6d","12","17","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x3","0xc","0x0"
"0x8D","0xb9","0x61","0x0","0x6d","203","1","0x0","0x0","0x0","0xb5","0xab","0x0","0x0","0x0","0x3","0xc","0x0"
"0x8E","0xaf","0x57","0x0","0x6d","146","1","0x0","0x0","0x0","0x31","0x0","0x0","0x0","0x0","0x3","0xc","0x0"
"0x8F","0xb1","0x1c","0x0","0xa5","83","16","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x3","0x3","0xc","0x0"
"0x90","0xae","0x3","0x0","0x6d","78","85","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0xc","0x0"
"0x91","0xae","0x3","0x0","0x6d","79","85","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0xc","0x0"
"0x92","0xaf","0x5","0x0","0x6d","142","83","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x3","0xc","0x0"
"0x93","0xae","0x3","0x0","0x6d","14","84","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x3","0xc","0x0"
"0x94","0xae","0x3","0x0","0x6d","199","84","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x3","0xc","0x0"
"0x95","0xae","0x3","0x0","0x6d","200","84","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x3","0xc","0x0"
"0x96","0xaf","0x5","0x0","0x6d","135","83","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x3","0xc","0x0"
"0x97","0xaf","0x5","0x0","0x6d","134","83","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x3","0xc","0x0"
"0x98","0xae","0x3","0x0","0x6d","70","83","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0xc","0x0"
"0x99","0xae","0x3","0x0","0x6d","71","83","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0xc","0x0"
"0x9A","0xae","0x3","0x0","0x6d","66","87","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x12","0xc","0x0"
"0x9B","0xae","0x3","0x0","0x6d","1","87","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x12","0xc","0x0"
"0x9C","0xae","0x3","0x0","0x6d","129","85","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x12","0xc","0x0"
"0x9D","0xae","0x3","0x0","0x6d","66","85","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x12","0xc","0x0"
"0x9E","0xae","0x3","0x0","0x6d","131","85","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x3","0xc","0x0"
"0x9F","0xae","0x3","0x0","0x6d","194","85","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x3","0xc","0x0"
"0xA0","0xae","0x3","0x0","0x6d","202","85","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x3","0xc","0x0"
"0xA1","0xb1","0x59","0x0","0x6d","146","67","0x0","0x0","0x0","0xb0","0x0","0x0","0x0","0x0","0x0","0xc","0x0"
"0xA2","0xb1","0x59","0x0","0x6d","210","67","0x0","0x0","0x0","0x8b","0x0","0x0","0x0","0x0","0x0","0xc","0x0"
"0xA3","0xb1","0x59","0x0","0x6d","147","69","0x0","0x0","0x0","0x8b","0x0","0x0","0x0","0x0","0x0","0xc","0x0"
"0xA4","0xb1","0x59","0x0","0x6d","19","70","0x0","0x0","0x0","0x8b","0x0","0x0","0x0","0x0","0x0","0xc","0x0"
"0xA5","0xb1","0x59","0x0","0x6d","10","67","0x0","0x0","0x0","0x8b","0x0","0x0","0x0","0x0","0x0","0xc","0x0"
"0xA6","0xb1","0x59","0x0","0x6d","83","67","0x0","0x0","0x0","0x8b","0x0","0x0","0x0","0x0","0x12","0xc","0x0"
"0xA7","0xb8","0x60","0x0","0x6d","65","66","0x0","0x0","0x0","0xb4","0x0","0x0","0x0","0x0","0x3","0xc","0x0"
"0xA8","0xb8","0x60","0x0","0x6d","193","66","0x0","0x0","0x0","0xb4","0x0","0x0","0x0","0x0","0x3","0xc","0x0"
"0xA9","0xb8","0x60","0x0","0x6d","130","66","0x0","0x0","0x0","0xb4","0x0","0x0","0x0","0x0","0x3","0xc","0x0"
"0xAA","0xb8","0x60","0x0","0x6d","129","67","0x0","0x0","0x0","0xb4","0x0","0x0","0x0","0x0","0x3","0xc","0x0"
"0xAB","0xb8","0x60","0x0","0x6d","0","68","0x0","0x0","0x0","0xb4","0x0","0x0","0x0","0x0","0x3","0xc","0x0"
"0xAC","0xb6","0xc","0x0","0x6d","66","81","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x12","0xc","0x0"
"0xAD","0xb6","0xc","0x0","0x6d","68","81","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x3","0xc","0x0"
"0xAE","0xb6","0xc","0x0","0x6d","194","81","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x12","0xc","0x0"
"0xAF","0xb6","0xc","0x0","0x6d","196","81","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x3","0xc","0x0"
"0xB0","0xb6","0xc","0x0","0x6d","131","81","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x3","0xc","0x0"
"0xB1","0xb4","0xa","0x0","0x6d","144","80","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x3","0xc","0x0"
"0xB2","0xb4","0xa","0x0","0x6d","209","80","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x3","0xc","0x0"
"0xB3","0xae","0x3","0x0","0x6d","205","83","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x3","0xc","0x0"
"0xB4","0xae","0x3","0x0","0x6d","144","82","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x12","0xc","0x0"
"0xB5","0xae","0x3","0x0","0x6d","142","82","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x12","0xc","0x0"
"0xB6","0xae","0x3","0x0","0x6d","79","82","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x3","0xc","0x0"
"0xB7","0xaf","0x5","0x0","0x6d","14","82","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x3","0xc","0x0"
"0xB8","0xaf","0x5","0x0","0x6d","16","82","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x3","0xc","0x0"
"0xB9","0xbc","0x16","0x0","0x6d","70","80","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x3","0xc","0x0"
"0xBA","0xbc","0x16","0x0","0x6d","5","80","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x3","0xc","0x0"
"0xBB","0xbc","0x16","0x0","0x6d","7","80","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x3","0xc","0x0"
"0xBC","0xb2","0x5a","0x0","0x6d","65","7","0x0","0x0","0x0","0x26","0x28","0x0","0x0","0x0","0x12","0xc","0x0"
"0xBD","0x0","0x0","0x0","0x0","0","0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0"
"0xBE","0x1","0x2","0x1","0x48","0","0","0x0","0x0","0x0","0x1","0x1","0x1","0x1","0x0","0x0","0x0","0x0"
"0xBF","0xf","0x1","0x1","0xa1","1","0","0x0","0x0","0x0","0x19","0x1c","0x16","0x1","0x0","0x0","0x0","0x0"
"0xC0","0x3","0xb","0x1","0xa1","3","0","0x0","0x0","0x0","0x1a","0x65","0x1c","0x1","0x0","0x0","0x0","0x0"
"0xC1","0xb","0x27","0x1","0x48","66","0","0x0","0x0","0x0","0x87","0x68","0x41","0x1","0x0","0x0","0x0","0x0"
"0xC2","0xb","0x1b","0x1","0xa1","130","0","0x0","0x0","0x0","0x2e","0x1","0x1","0x1","0x0","0x0","0x0","0x0"
"0xC3","0x21","0x23","0x1","0xa1","12","0","0x0","0x0","0x0","0x1a","0x15","0x1c","0x1","0x0","0x0","0x0","0x0"
"0xC4","0xe","0x24","0x1","0xa5","76","0","0x0","0x0","0x0","0x1a","0x15","0x1c","0x1","0x0","0x0","0x0","0x0"
"0xC5","0xbe","0x66","0xbe","0xa5","10","0","0x0","0x0","0x0","0xa9","0xa8","0xa6","0x0","0x0","0x0","0x1","0x0"
"0xC6","0xbd","0x65","0x1","0xd","203","0","0x0","0x0","0x0","0x90","0x90","0x90","0x90","0x0","0x0","0x0","0x0"
"0xC7","0x8d","0x2f","0x0","0xa5","135","1","0x0","0x0","0x0","0x51","0x52","0x53","0xb5","0x0","0x0","0x0","0x0"
"0xC8","0x0","0x0","0x0","0x0","0","0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0"
"0xC9","0x42","0xb","0x42","0x4c","73","2","0x0","0x0","0x0","0x1","0x1","0x1","0x1","0x0","0x0","0x0","0x0"
"0xCA","0x43","0x2","0x42","0x4c","64","2","0x0","0x0","0x0","0x1","0x1","0x1","0x1","0x0","0x0","0x0","0x0"
"0xCB","0x11","0x1","0x42","0x4c","65","2","0x0","0x0","0x0","0x1c","0x1c","0x1","0x1","0x0","0x0","0x0","0x0"
"0xCC","0xac","0x1b","0x42","0x4c","198","1","0x0","0x0","0x0","0x2d","0x32","0x37","0x0","0x0","0x0","0x0","0x0"
"0xCD","0xb7","0x5f","0x42","0xa5","138","1","0x0","0x0","0x0","0xb5","0xb3","0xb4","0x0","0x0","0x0","0x0","0x0"
"0xCE","0xb3","0x5b","0x42","0xa5","74","1","0x0","0x0","0x0","0xa7","0xb1","0xb2","0x0","0x0","0x0","0x0","0x0"
"0xCF","0xb0","0x58","0x42","0xa5","198","0","0x0","0x0","0x0","0xa7","0xaf","0xb0","0x0","0x0","0x0","0x0","0x0"
"0xD0","0x1e","0x3c","0x1","0xa0","206","0","0x0","0x0","0x0","0xaa","0xaa","0xaa","0x1","0x0","0x0","0x0","0x0"
"0xD1","0x1f","0x3c","0x1","0xa5","205","0","0x0","0x0","0x0","0xaa","0xaa","0xaa","0x1","0x0","0x0","0x0","0x0"
"0xD2","0x41","0x3b","0x1","0xa5","13","1","0x0","0x0","0x0","0x90","0xaa","0xaa","0x1","0x0","0x0","0x0","0x0"
"0xD3","0x47","0x3b","0x1","0xa0","14","1","0x0","0x0","0x0","0x90","0xaa","0xaa","0x1","0x0","0x0","0x0","0x0"
"0xD4","0xb3","0x5b","0x1","0xa5","137","0","0x0","0x0","0x0","0xb1","0xaa","0xaa","0x1","0x0","0x0","0x0","0x0"
"0xD5","0xb3","0x5b","0x1","0xa5","135","0","0x0","0x0","0x0","0xb1","0xaa","0xaa","0x1","0x0","0x0","0x0","0x0"
"0xD6","0xb3","0x5b","0x1","0xa5","132","0","0x0","0x0","0x0","0xb1","0xaa","0xaa","0x1","0x0","0x0","0x0","0x0"
"0xD7","0xb3","0x5b","0x1","0xa5","11","1","0x0","0x0","0x0","0xb1","0xaa","0xaa","0x1","0x0","0x0","0x0","0x0"
"0xD8","0x3c","0x2f","0x0","0xa0","2","1","0x0","0x0","0x0","0xb5","0xb3","0xb4","0x0","0x0","0x0","0x0","0x0"
"0xD9","0x0","0x0","0x0","0x0","0","0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0"
"0xDA","0x1","0x2","0x1","0xa1","7","1","0x0","0x0","0x0","0x1","0x98","0x88","0x0","0x0","0x0","0x0","0x0"
"0xDB","0x2","0x7","0x1","0xa1","69","1","0x0","0x0","0x0","0x1","0x0","0x0","0x0","0x0","0x0","0x0","0x0"
"0xDC","0x3","0x9","0x1","0xa1","7","2","0x0","0x0","0x0","0x14","0x65","0x88","0x0","0x0","0x0","0x0","0x0"
"0xDD","0x4","0x5","0x1","0xa1","72","1","0x0","0x0","0x0","0x1","0x65","0x88","0x0","0x0","0x0","0x0","0x0"
"0xDE","0x5","0x45","0x1","0xa1","5","2","0x0","0x0","0x0","0x68","0x88","0x0","0x0","0x0","0x0","0x0","0x0"
"0xDF","0x6","0x48","0x1","0xa1","6","2","0x0","0x0","0x0","0x14","0x67","0x88","0x0","0x0","0x0","0x0","0x0"
"0xE0","0x7","0x3d","0x1","0xa1","77","1","0x0","0x0","0x0","0x1f","0x64","0x88","0x0","0x0","0x0","0x0","0x0"
"0xE1","0x8","0x1a","0x1","0xa1","205","0","0x0","0x0","0x0","0x2d","0x66","0x88","0x0","0x0","0x0","0x0","0x0"
"0xE2","0x9","0xd","0x1","0xa1","206","0","0x0","0x0","0x0","0x1","0x97","0x88","0x0","0x0","0x0","0x0","0x0"
"0xE3","0xa","0x3f","0x1","0xa1","78","1","0x0","0x0","0x0","0x1f","0x64","0x88","0x0","0x0","0x0","0x0","0x0"
"0xE4","0xb","0x1b","0x1","0xa1","198","1","0x0","0x0","0x0","0x2d","0x0","0x0","0x0","0x0","0x0","0x0","0x0"
"0xE5","0xc","0x26","0x1","0xa1","13","1","0x0","0x0","0x0","0x38","0x68","0x88","0x0","0x0","0x0","0x0","0x0"
"0xE6","0xd","0x4a","0x1","0xa1","1","2","0x0","0x0","0x0","0x68","0x88","0x0","0x0","0x0","0x0","0x0","0x0"
"0xE7","0xe","0x1f","0x1","0xa1","194","1","0x0","0x0","0x0","0x14","0x67","0x88","0x0","0x0","0x0","0x0","0x0"
"0xE8","0xf","0x1","0x1","0xa1","6","1","0x0","0x0","0x0","0x14","0x99","0x88","0x0","0x0","0x0","0x0","0x0"
"0xE9","0x10","0x5","0x1","0xa1","70","1","0x0","0x0","0x0","0x14","0x65","0x88","0x0","0x0","0x0","0x0","0x0"
"0xEA","0x11","0x5","0x1","0xa1","71","1","0x0","0x0","0x0","0x14","0x65","0x88","0x0","0x0","0x0","0x0","0x0"
"0xEB","0x12","0x47","0x1","0xa1","195","1","0x0","0x0","0x0","0x14","0x65","0x88","0x0","0x0","0x0","0x0","0x0"
"0xEC","0x13","0x44","0x1","0xa1","14","1","0x0","0x0","0x0","0x3f","0x68","0x88","0x0","0x0","0x0","0x0","0x0"
"0xED","0x14","0xf","0x1","0xa1","11","2","0x0","0x0","0x0","0x1","0x64","0x88","0x0","0x0","0x0","0x0","0x0"
"0xEE","0x15","0x4d","0x1","0xa1","12","2","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0"
"0xEF","0x16","0x14","0x1","0xa1","10","2","0x0","0x0","0x0","0x1","0x64","0x88","0x0","0x0","0x0","0x0","0x0"
"0xF0","0x17","0x27","0x1","0xa1","203","1","0x0","0x0","0x0","0x38","0x0","0x0","0x0","0x0","0x0","0x0","0x0"
"0xF1","0x18","0x3e","0x1","0xa1","204","1","0x0","0x0","0x0","0x38","0x68","0x88","0x0","0x0","0x0","0x0","0x0"
"0xF2","0x19","0x4b","0x1","0xa1","1","1","0x0","0x0","0x0","0x68","0x88","0x0","0x0","0x0","0x0","0x0","0x0"
"0xF3","0x1a","0x43","0x1","0xa1","64","1","0x0","0x0","0x0","0x1f","0x0","0x0","0x0","0x0","0x0","0x0","0x0"
"0xF4","0x1c","0x33","0x1","0xa1","66","1","0x0","0x0","0x0","0x1","0x0","0x0","0x0","0x0","0x0","0x0","0x0"
"0xF5","0x1d","0x35","0x1","0xa1","193","1","0x0","0x0","0x0","0x1","0x0","0x0","0x0","0x0","0x0","0x0","0x0"
"0xF6","0x1e","0x3c","0x1","0xa1","139","1","0x0","0x0","0x0","0xaa","0x0","0x0","0x0","0x0","0x0","0x0","0x0"
"0xF7","0x1f","0x2d","0x1","0xa1","2","2","0x0","0x0","0x0","0x45","0x68","0x88","0x0","0x0","0x0","0x0","0x0"
"0xF8","0x20","0x13","0x1","0xa1","205","1","0x0","0x0","0x0","0x1","0x64","0x88","0x0","0x0","0x0","0x0","0x0"
"0xF9","0x21","0x49","0x1","0xa1","8","2","0x0","0x0","0x0","0x14","0x0","0x0","0x0","0x0","0x0","0x0","0x0"
"0xFA","0x22","0x48","0x1","0xa1","199","1","0x0","0x0","0x0","0x14","0x67","0x88","0x0","0x0","0x0","0x0","0x0"
"0xFB","0x42","0x7","0x1","0xa1","73","1","0x0","0x0","0x0","0x14","0x0","0x0","0x0","0x0","0x0","0x0","0x0"
"0xFC","0x0","0x0","0x0","0x0","0","0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0"
"0xFD","0x40","0x4f","0x40","0xa5","128","0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0"
"0xFE","0x46","0x9","0x40","0xa5","71","0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0"
"0xFF","0x44","0x2a","0x40","0xa5","132","0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0"
"0x200","0x43","0x23","0x40","0xa5","195","0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0"
"0x01","0x47","0x41","0x40","0xa5","72","0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0"
"0x02","0x48","0x41","0x40","0xa5","73","0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0"
"0x03","0x4a","0x9","0x40","0xa5","74","0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0"
"0x04","0x6a","0xf","0x40","0xa5","10","0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0"
"0x05","0x68","0x3f","0x40","0xa5","70","0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0"
"0x06","0x4b","0x2d","0x40","0xa5","75","0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0"
"0x07","0x4c","0x5","0x40","0xa5","76","0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0"
"0x08","0x4d","0xb","0x40","0xa5","77","0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0"
"0x09","0x0","0x0","0x0","0x0","0","0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0"
"0x0A","0x4e","0x40","0x40","0xa5","134","0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0"
"0x0B","0x4f","0x27","0x40","0xa5","135","0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0"
"0x0C","0x51","0x35","0x40","0xa5","136","0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0"
"0x0D","0x52","0x15","0x40","0xa5","137","0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0"
"0x0E","0x53","0x11","0x40","0xa5","138","0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0"
"0x0F","0x57","0x2b","0x40","0xa5","196","0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0"
"0x10","0x5a","0x40","0x40","0xa5","198","0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0"
"0x11","0x5b","0x1d","0x40","0xa5","199","0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0"
"0x12","0x69","0x21","0x40","0xa5","131","0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0"
"0x13","0x6b","0xb","0x40","0xa5","129","0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0"
"0x14","0x6c","0x4f","0x40","0xa5","66","0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0"
"0x15","0x6d","0x7","0x40","0xa5","193","0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0"
"0x16","0x0","0x0","0x0","0x0","0","0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0"
"0x17","0x41","0x3b","0x40","0xa5","194","0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0"
"0x18","0x29","0x11","0x0","0x60","0","0","0x0","0x0","0x0","0x21","0x29","0x7c","0x0","0x0","0x0","0x0","0x0"
"0x19","0x25","0x21","0x0","0x60","64","0","0x0","0x0","0x0","0x17","0x4","0x75","0x0","0x0","0x0","0x0","0x0"
"0x1A","0x24","0x7","0x0","0x68","128","0","0x0","0x0","0x0","0x11","0x17","0x76","0x0","0x0","0x0","0x0","0x0"
"0x1B","0x27","0x23","0x0","0x68","192","0","0x0","0x0","0x0","0x17","0x1d","0x71","0x0","0x0","0x0","0x0","0x0"
"0x1C","0x28","0x2b","0x0","0x80","0","1","0x0","0x0","0x0","0x43","0x42","0x75","0x0","0x0","0x0","0x0","0x0"
"0x1D","0x2c","0x1d","0x0","0x50","64","1","0x0","0x0","0x0","0x4","0x2f","0x74","0x0","0x0","0x0","0x0","0x0"
"0x1E","0x2a","0xb","0x0","0x58","128","1","0x0","0x0","0x0","0x4","0x17","0x21","0x88","0x0","0x0","0x0","0x0"
"0x1F","0x2b","0x16","0x0","0x48","192","1","0x0","0x0","0x0","0xc","0xa1","0x88","0x0","0x0","0x0","0x0","0x0"
"0x20","0x26","0x2a","0x0","0x58","0","2","0x0","0x0","0x0","0x3b","0x3a","0x4d","0x0","0x0","0x0","0x0","0x0"
"0x21","0x23","0x4f","0x0","0x70","64","2","0x0","0x0","0x0","0x8f","0x4e","0x57","0x0","0x0","0x0","0x0","0x0"
"0x22","0x0","0x0","0x0","0x0","0","0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0"
"0x23","0xc8","0x7a","0x0","0xb","144","2","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0"
"0x24","0x19","0x4b","0x0","0x8","209","2","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0"
"0x25","0x1a","0x43","0x0","0x8","146","2","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0"
"0x26","0x1c","0x33","0x0","0x8","147","2","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0"
"0x27","0x0","0x0","0x0","0x0","0","0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0"
"0x28","0x0","0x0","0x0","0x0","0","0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0"
"0x29","0x1","0x2","0x0","0x8","81","3","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0"
"0x2A","0xf","0x1","0x0","0x8","144","3","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0"
"0x2B","0xb","0x1b","0x0","0x8","207","3","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0"
"0x2C","0x2","0x7","0x0","0x8","17","4","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0"
"0x2D","0x0","0x0","0x0","0x0","0","0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0"
"0x2E","0xf","0x1","0x0","0x8","81","3","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0"
"0x2F","0x1","0x2","0x0","0x8","79","3","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0"
"0x30","0xb","0x1b","0x0","0x8","209","3","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0"
"0x31","0x2","0x7","0x0","0x8","15","4","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0"
"0x32","0x0","0x0","0x0","0x0","0","0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0"
"0x33","0x0","0x0","0x0","0x0","0","0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0"
"0x34","0x20","0x13","0x0","0x8","207","0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0"
"0x35","0x14","0xf","0x0","0x8","18","1","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0"
"0x36","0x15","0x4d","0x0","0x8","211","0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0"
"0x37","0x16","0x14","0x0","0x8","83","1","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0"
"0x38","0x18","0x3e","0x0","0x8","144","0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0"
"0x39","0x1","0x2","0x0","0x8","79","1","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0","0x0"
